_vocab,finance,sports,medicine,technology
insisted,0.6618883609771729,0.7304750084877014,0.6965816020965576,0.6402045488357544
routinely,0.659995436668396,0.7211512923240662,0.7181302905082703,0.670344889163971
schedule,0.6808221936225891,0.7025726437568665,0.7364245653152466,0.6470019817352295
lisa,0.6760277152061462,0.7072132229804993,0.7330420613288879,0.6700446605682373
fernandez,0.6079733371734619,0.7433295249938965,0.7071424126625061,0.678919792175293
grabbed,0.6650312542915344,0.7200103998184204,0.7204993367195129,0.6851813197135925
marker,0.626271665096283,0.6757808923721313,0.6614583134651184,0.5899192690849304
tremendous,0.6752141118049622,0.7289086580276489,0.742171049118042,0.6732994318008423
mostly,0.6794955730438232,0.7185679078102112,0.7457258701324463,0.6575918793678284
haunting,0.6324910521507263,0.7035297155380249,0.7141948342323303,0.6248167157173157
room,0.6811619997024536,0.6612091064453125,0.6813562512397766,0.659885823726654
cinderella,0.6412750482559204,0.7161123156547546,0.7304444909095764,0.6417273283004761
boxing,0.6675736904144287,0.7059563398361206,0.7423093318939209,0.6926864981651306
sad,0.667546272277832,0.6959157586097717,0.7550042271614075,0.6902430057525635
andre,0.6391971707344055,0.6756799817085266,0.6991275548934937,0.6472583413124084
berto,0.6298729181289673,0.7094999551773071,0.7154449820518494,0.6640808582305908
learned,0.6819540858268738,0.6678951978683472,0.7176637053489685,0.6668391227722168
abrupt,0.6636015176773071,0.7236128449440002,0.7392547726631165,0.6728323101997375
peristeri,0.5371459722518921,0.6379359364509583,0.6084898114204407,0.6576625108718872
welterweight,0.6252958178520203,0.7120792269706726,0.7163777351379395,0.6344772577285767
unless,0.7212158441543579,0.7179728150367737,0.7421449422836304,0.6265112161636353
vision,0.6387971043586731,0.6910126209259033,0.7286000847816467,0.6647356152534485
multimedia,0.703579843044281,0.6926918625831604,0.7274714112281799,0.6830744743347168
audio,0.6708946824073792,0.7324061989784241,0.713233232498169,0.7139604091644287
samsung,0.6422812938690186,0.7271557450294495,0.7061713337898254,0.6814759969711304
chances,0.6897720694541931,0.710428774356842,0.7223332524299622,0.6566970348358154
showdown,0.6531569957733154,0.6770893335342407,0.7263376712799072,0.697187066078186
adam,0.6599195003509521,0.7499549984931946,0.7342652082443237,0.6790122389793396
son,0.7044379711151123,0.70924311876297,0.7336081862449646,0.6743869781494141
invites,0.6561431288719177,0.7499175071716309,0.7346469759941101,0.6536065936088562
whole,0.6884658932685852,0.7307518720626831,0.7232147455215454,0.6556856036186218
garden,0.6760527491569519,0.7063853740692139,0.696436882019043,0.6344318985939026
swiftly,0.6918538212776184,0.7233997583389282,0.7387171983718872,0.6901352405548096
backers,0.657355010509491,0.7159885764122009,0.750023603439331,0.6579417586326599
celebrating,0.6875314116477966,0.7163097858428955,0.7096003890037537,0.6567108035087585
darkness,0.6670811176300049,0.7406808137893677,0.724865734577179,0.657814085483551
elections,0.6206522583961487,0.6755975484848022,0.6962248682975769,0.6665483117103577
urban,0.6458381414413452,0.7192347049713135,0.718963623046875,0.6841395497322083
adjusters,0.6904159784317017,0.7190759778022766,0.7327780723571777,0.6475716233253479
scattered,0.6874555349349976,0.6510257124900818,0.7037620544433594,0.6723905205726624
brunt,0.6994859576225281,0.7240068912506104,0.7719850540161133,0.6939868330955505
disappeared,0.6738415360450745,0.7341288328170776,0.7576690912246704,0.6812730431556702
translator,0.6620408296585083,0.737637996673584,0.7489817142486572,0.6270149350166321
provincial,0.6838142275810242,0.7111385464668274,0.7470225691795349,0.6547451615333557
deputy,0.6800797581672668,0.680422842502594,0.7601004838943481,0.6241788864135742
consortium,0.679639995098114,0.7014293670654297,0.7607734203338623,0.6809502243995667
insurer,0.6336286067962646,0.722637414932251,0.7115076780319214,0.69846111536026
prudential,0.6807880401611328,0.7234473824501038,0.7474542856216431,0.6509383916854858
plc,0.6405840516090393,0.7088579535484314,0.6870847344398499,0.6539011597633362
asset,0.6935164332389832,0.7126482129096985,0.7277553677558899,0.6881627440452576
managing,0.6932699084281921,0.6739964485168457,0.7219999432563782,0.6024419665336609
applause,0.6848136782646179,0.7499599456787109,0.7407153248786926,0.6868125200271606
ease,0.6456661820411682,0.7270175814628601,0.7198136448860168,0.6670011281967163
strain,0.6701004505157471,0.7162802815437317,0.722408652305603,0.6640102863311768
battling,0.6549745798110962,0.6900060772895813,0.7422375679016113,0.6681097149848938
factions,0.6509822010993958,0.7090360522270203,0.727339506149292,0.6911027431488037
tell,0.6585068702697754,0.7196568846702576,0.7176707983016968,0.6449797749519348
backpacker,0.6613186597824097,0.7421965003013611,0.7520173192024231,0.6404474377632141
peter,0.6593352556228638,0.6857730746269226,0.7027323842048645,0.6659864783287048
falconio,0.6450344324111938,0.7273722290992737,0.7353672981262207,0.6308726072311401
models,0.6450037956237793,0.6915472745895386,0.6651435494422913,0.6531444191932678
created,0.6160436868667603,0.6868254542350769,0.7034562230110168,0.6563878059387207
restoration,0.6767445206642151,0.7471967935562134,0.7205870747566223,0.7000520825386047
survive,0.6717488765716553,0.7261594533920288,0.7274664044380188,0.6818743944168091
supportive,0.6595636606216431,0.7152696251869202,0.7372857332229614,0.6512330770492554
opportunity,0.6393271088600159,0.6629317998886108,0.6939728856086731,0.6956086158752441
vacancy,0.6505250930786133,0.7281051278114319,0.7457581758499146,0.6462202668190002
monopoly,0.6689261794090271,0.7441567778587341,0.7127970457077026,0.6564274430274963
delegation,0.6927779912948608,0.7140904068946838,0.7599211931228638,0.6505101323127747
evasion,0.6385353207588196,0.7359514236450195,0.7106156945228577,0.652068018913269
levelled,0.6734069585800171,0.7175052762031555,0.7190622091293335,0.6217586994171143
watchmaker,0.6508585810661316,0.69333416223526,0.6584117412567139,0.6458638906478882
swatch,0.6933472156524658,0.7185978889465332,0.7669473886489868,0.6766684651374817
struggling,0.5986379384994507,0.691362202167511,0.7080927491188049,0.67624431848526
cbi,0.6877732872962952,0.7183237671852112,0.7456753849983215,0.6561230421066284
ensures,0.6576023101806641,0.678589940071106,0.7124584317207336,0.6692754626274109
networked,0.6484165191650391,0.7301384806632996,0.7334315180778503,0.6714584231376648
midsize,0.646005392074585,0.7465828657150269,0.7227811217308044,0.6593118906021118
chosen,0.6517540812492371,0.7352107763290405,0.7182757258415222,0.7044971585273743
warmly,0.6190411448478699,0.7182021141052246,0.711723268032074,0.6700127720832825
monks,0.687754213809967,0.7343246936798096,0.7483413219451904,0.6603541970252991
sacred,0.6334191560745239,0.6948409676551819,0.7101074457168579,0.6521940231323242
publicity,0.6645994186401367,0.7252938747406006,0.7537127137184143,0.6840184330940247
mclean,0.686069667339325,0.7143223285675049,0.7341834306716919,0.6530153155326843
transportation,0.6596764922142029,0.6976171135902405,0.6804606914520264,0.6345303654670715
identification,0.6796249747276306,0.6518112421035767,0.6670302748680115,0.6252730488777161
debate,0.6149932146072388,0.730505108833313,0.6907657384872437,0.6390252709388733
treat,0.6804571747779846,0.6934056878089905,0.7407916188240051,0.6497249603271484
mixed,0.5864199995994568,0.6920744180679321,0.6831939816474915,0.6502479314804077
reactions,0.6587279438972473,0.7350592017173767,0.7115427851676941,0.6644407510757446
responded,0.6860265135765076,0.6889709234237671,0.7470605969429016,0.6452823877334595
tightening,0.6658684015274048,0.717671811580658,0.7313297986984253,0.6822575330734253
inmate,0.6904913783073425,0.7246217131614685,0.7356178760528564,0.6646326184272766
cabinet,0.6560686826705933,0.6844998002052307,0.7237516641616821,0.6571361422538757
words,0.6982210278511047,0.6993843913078308,0.7293166518211365,0.657626211643219
subsidies,0.6564024090766907,0.7083702683448792,0.7444969415664673,0.642989456653595
airbus,0.656012773513794,0.7096408605575562,0.7024824619293213,0.6826618909835815
bold,0.6863186359405518,0.713339626789093,0.7447545528411865,0.6579871773719788
gambit,0.6642046570777893,0.7208614945411682,0.7294939160346985,0.6395223736763
worthy,0.6742338538169861,0.7368884086608887,0.7422106862068176,0.6638990044593811
chess,0.6568756103515625,0.7241836190223694,0.736134946346283,0.681215226650238
bobby,0.6476035714149475,0.6977382302284241,0.7439424395561218,0.6383011937141418
fischer,0.6491925120353699,0.7129799723625183,0.7387284636497498,0.6538681983947754
wed,0.6775017380714417,0.7310472130775452,0.7499703168869019,0.6616004109382629
avoiding,0.6697936058044434,0.7412269711494446,0.7400108575820923,0.6728111505508423
deportation,0.6888647675514221,0.7171791791915894,0.7497366070747375,0.6850848197937012
proteins,0.6883065700531006,0.724633514881134,0.7462944388389587,0.6707890629768372
behave,0.6332991719245911,0.7666388154029846,0.7317389249801636,0.6684014201164246
yeast,0.6120690703392029,0.6839298009872437,0.6833018660545349,0.6852809190750122
clinging,0.6634922027587891,0.7179029583930969,0.7382177114486694,0.666176974773407
surprising,0.6484729647636414,0.7057511210441589,0.7361474633216858,0.6480167508125305
costas,0.6949798464775085,0.7245562672615051,0.7165427207946777,0.6805013418197632
reprieve,0.6532248258590698,0.7305208444595337,0.7596258521080017,0.6804575324058533
disciplinary,0.6728411912918091,0.7175382375717163,0.7102364301681519,0.6457414031028748
adjourned,0.7125685811042786,0.765322208404541,0.7480148673057556,0.6268521547317505
authors,0.6816529035568237,0.7285871505737305,0.7421145439147949,0.6662771105766296
club,0.6379008293151855,0.6573522090911865,0.6646698713302612,0.6302751302719116
pakistan,0.6470330357551575,0.6165297031402588,0.6725138425827026,0.6365363001823425
islamic,0.6255496740341187,0.6867043375968933,0.7011996507644653,0.6893922090530396
insurgency,0.6594483852386475,0.6820076107978821,0.7459009885787964,0.6575092077255249
influence,0.6958855390548706,0.6301944255828857,0.7050312757492065,0.6465492248535156
ongoing,0.6675518751144409,0.7024793028831482,0.7013872861862183,0.6741326451301575
improvement,0.7057327032089233,0.7373790144920349,0.7245101928710938,0.652832567691803
depot,0.6978188753128052,0.7130101323127747,0.730889618396759,0.6346200108528137
quarterly,0.6533476710319519,0.6887671947479248,0.6565676331520081,0.6852773427963257
trailed,0.6651298999786377,0.7340194582939148,0.7476710677146912,0.6235291957855225
dip,0.6964403986930847,0.6988787651062012,0.7493257522583008,0.6893543004989624
liabilities,0.6655729413032532,0.7163991928100586,0.7298765778541565,0.6572172045707703
simmered,0.6592497229576111,0.7298630475997925,0.7190083265304565,0.6516287326812744
airways,0.6507025957107544,0.6937962174415588,0.7223882675170898,0.6607708930969238
row,0.6608225107192993,0.6308085322380066,0.6860413551330566,0.628402590751648
dogged,0.7035526633262634,0.737041711807251,0.7254124879837036,0.6434698700904846
staggered,0.6461696624755859,0.7319976091384888,0.7086295485496521,0.6432737112045288
farce,0.63140469789505,0.7081673741340637,0.7159519791603088,0.6385878324508667
housing,0.6535258889198303,0.7395605444908142,0.7418367266654968,0.6462702751159668
prohibiting,0.673333466053009,0.7249220609664917,0.7400038838386536,0.6415739059448242
kentucky,0.6531569361686707,0.7274190783500671,0.7129271626472473,0.6461960077285767
pushing,0.6581444144248962,0.6994928121566772,0.7159187197685242,0.6600854992866516
acquisitions,0.7067690491676331,0.7020931839942932,0.7479215860366821,0.6632858514785767
clout,0.7358684539794922,0.7389245629310608,0.757445216178894,0.6768425107002258
apathy,0.6130756735801697,0.682437002658844,0.6784717440605164,0.6295502185821533
consoles,0.6853839159011841,0.7205417156219482,0.7309916019439697,0.6579356789588928
multipurpose,0.6263572573661804,0.7036728262901306,0.6931217908859253,0.6156453490257263
sprinter,0.6862855553627014,0.7520982027053833,0.728343665599823,0.6762005090713501
lauryn,0.671316385269165,0.7256355881690979,0.7622591853141785,0.658032238483429
problem,0.6593137383460999,0.7179462313652039,0.7092068195343018,0.6561572551727295
spanish,0.6418417096138,0.6834348440170288,0.7148084044456482,0.6809641718864441
seed,0.6880996823310852,0.6801498532295227,0.7415552735328674,0.6543126702308655
carlos,0.6951095461845398,0.7013092637062073,0.7624757289886475,0.6667622327804565
moya,0.6966906189918518,0.7614745497703552,0.7440714240074158,0.6546297669410706
tamed,0.6729357838630676,0.688441276550293,0.745811939239502,0.6504808664321899
swirling,0.7114886045455933,0.7022777795791626,0.7582147717475891,0.6664358377456665
opponent,0.648243248462677,0.6648396253585815,0.6958932280540466,0.6645449995994568
thomas,0.6146577000617981,0.7058857083320618,0.7001122832298279,0.715456485748291
enqvist,0.6386052370071411,0.6998961567878723,0.7082634568214417,0.6301477551460266
surveillance,0.6276277303695679,0.7500353455543518,0.7172033786773682,0.6604913473129272
introduce,0.6977373957633972,0.6900689005851746,0.7601253986358643,0.6625412702560425
quoted,0.670461893081665,0.6945646405220032,0.727093517780304,0.6695592999458313
bangladesh,0.6704734563827515,0.6747435927391052,0.716292679309845,0.6860611438751221
kill,0.6370734572410583,0.7323015928268433,0.6976727247238159,0.6340675354003906
wild,0.6904770135879517,0.6819243431091309,0.7130081057548523,0.646517276763916
elephants,0.6716203093528748,0.7144094705581665,0.7445136904716492,0.6494638323783875
strayed,0.6005125641822815,0.710713267326355,0.7029492259025574,0.6386620998382568
gone,0.6332378387451172,0.7160090804100037,0.6679244637489319,0.634028434753418
injuring,0.6668113470077515,0.695948600769043,0.7337680459022522,0.6816667914390564
kmart,0.6922401785850525,0.6944301128387451,0.750027596950531,0.6603447794914246
slumping,0.6859545111656189,0.7389205098152161,0.7595389485359192,0.7117428183555603
pile,0.6660839915275574,0.6941009759902954,0.7137138843536377,0.6844286918640137
distributor,0.7059858441352844,0.7402247786521912,0.7134153246879578,0.6549673080444336
restaurants,0.6750750541687012,0.7251878380775452,0.7109391093254089,0.6875064373016357
offset,0.6492806673049927,0.6902714371681213,0.6531739830970764,0.6182251572608948
weakened,0.6514696478843689,0.7188618779182434,0.6845753192901611,0.6510353088378906
discount,0.7101784944534302,0.7478275895118713,0.7109616994857788,0.6802632808685303
swung,0.7030731439590454,0.7307580709457397,0.7364848256111145,0.6735796332359314
operator,0.6916803121566772,0.6865072846412659,0.7269436120986938,0.6601704359054565
vodafone,0.664931058883667,0.7321333289146423,0.7374781370162964,0.6763532161712646
ntt,0.6715648770332336,0.7162936329841614,0.7413308024406433,0.7020299434661865
docomo,0.6998156309127808,0.7034512162208557,0.7421754598617554,0.6384324431419373
stores,0.5996406674385071,0.6365516781806946,0.7015164494514465,0.6622259020805359
maintained,0.6893162131309509,0.6849051713943481,0.7406932711601257,0.6538354754447937
stocked,0.7055732011795044,0.7181209325790405,0.7638798356056213,0.6614580750465393
rope,0.649776816368103,0.696149468421936,0.7152227759361267,0.6387240886688232
preparation,0.681816816329956,0.7464307546615601,0.7380824685096741,0.6748257279396057
client,0.6943249106407166,0.724919855594635,0.7454550862312317,0.6989725232124329
flag,0.6638925075531006,0.7203261852264404,0.6902393102645874,0.6964948177337646
shifting,0.6874250769615173,0.7029426097869873,0.7378699779510498,0.6747161746025085
sized,0.7065152525901794,0.7023725509643555,0.7554585337638855,0.6372467875480652
backing,0.6746708154678345,0.7106021046638489,0.7152201533317566,0.658052384853363
rolls,0.6818310618400574,0.7380135655403137,0.7578080892562866,0.6755304932594299
greetings,0.6381809711456299,0.7002174854278564,0.723056972026825,0.6553399562835693
sailor,0.7024698257446289,0.7191926836967468,0.7446330189704895,0.663141667842865
manslaughter,0.664818525314331,0.6917104721069336,0.7191106677055359,0.6480602025985718
briton,0.6243550777435303,0.6825671792030334,0.7405714988708496,0.6504437327384949
processor,0.6550561785697937,0.6997630000114441,0.7216756343841553,0.6678533554077148
capabilities,0.69163978099823,0.6979140043258667,0.7158151268959045,0.6726636290550232
integrity,0.7105558514595032,0.7089991569519043,0.7495839595794678,0.6680417656898499
reuters,0.6101590394973755,0.6942747831344604,0.6823881268501282,0.6264912486076355
raids,0.6375067234039307,0.6725921630859375,0.7067798376083374,0.6531725525856018
worsened,0.6893221735954285,0.7391505837440491,0.749843955039978,0.6613668203353882
situation,0.6292575001716614,0.7004188299179077,0.6853654980659485,0.6771684885025024
rights,0.6787056922912598,0.6705038547515869,0.7377362847328186,0.6415015459060669
groups,0.6740912199020386,0.6411240100860596,0.6914798021316528,0.6894841194152832
khartoum,0.6616161465644836,0.7170267701148987,0.75279700756073,0.6388801336288452
pledges,0.7097508311271667,0.7220405340194702,0.7474460005760193,0.665012538433075
curb,0.6701143383979797,0.6988916993141174,0.7198171615600586,0.6387631893157959
knot,0.6859361529350281,0.7171225547790527,0.7493433952331543,0.6603049039840698
chapel,0.6757384538650513,0.7106988430023193,0.7174926996231079,0.6227860450744629
anarchists,0.6426005363464355,0.7280441522598267,0.7289592027664185,0.6467656493186951
political,0.6683631539344788,0.7214091420173645,0.7136412262916565,0.695455014705658
voice,0.6514970660209656,0.7301045060157776,0.7499105930328369,0.6869384050369263
generally,0.694273054599762,0.7130168080329895,0.7242116928100586,0.6741346120834351
pride,0.7010892629623413,0.7187871932983398,0.7299834489822388,0.6591352820396423
rejection,0.6691106557846069,0.7165759205818176,0.7489749789237976,0.6884425282478333
allstate,0.66913241147995,0.7054170370101929,0.720606803894043,0.684148907661438
stemming,0.7031702399253845,0.734876275062561,0.7276849746704102,0.6551333069801331
benchmark,0.6702476739883423,0.7261365056037903,0.7124013304710388,0.6372708082199097
points,0.6686180830001831,0.7287467122077942,0.7089557647705078,0.6892309188842773
recently,0.6492436528205872,0.704723596572876,0.6755337715148926,0.6438543200492859
shuttered,0.6610925197601318,0.7119389176368713,0.7380751371383667,0.6460484862327576
chain,0.6684214472770691,0.6669066548347473,0.6808764338493347,0.571066677570343
compusa,0.6497546434402466,0.7374549508094788,0.7167587280273438,0.624968409538269
outlets,0.6805613040924072,0.7422323822975159,0.7358899116516113,0.6514967083930969
lebanese,0.6849565505981445,0.7176948189735413,0.7044203281402588,0.6713497042655945
portable,0.6731631755828857,0.6885233521461487,0.6929245591163635,0.6392700672149658
telephones,0.694756805896759,0.7285919189453125,0.7648699879646301,0.6350042819976807
switched,0.6804531216621399,0.7162745594978333,0.762021541595459,0.6531780362129211
considered,0.7172907590866089,0.7044121623039246,0.7245852947235107,0.633914589881897
costliest,0.6083574295043945,0.6949427127838135,0.6896822452545166,0.6202008724212646
merging,0.6694483757019043,0.7287120819091797,0.7425540685653687,0.662781834602356
mailed,0.6685937643051147,0.7123655080795288,0.7154203653335571,0.6799717545509338
scare,0.6760081052780151,0.7004483342170715,0.712736189365387,0.6860446929931641
containing,0.6917944550514221,0.7301435470581055,0.7221593856811523,0.6502816677093506
threats,0.6515202522277832,0.678255021572113,0.7251794338226318,0.6641762256622314
prompting,0.657940149307251,0.7099199891090393,0.7007389068603516,0.6156891584396362
checks,0.6768169403076172,0.6890361309051514,0.7182115316390991,0.6580943465232849
indonesian,0.6519700884819031,0.6963346600532532,0.7347111701965332,0.6252737045288086
megawati,0.6637666821479797,0.7227994203567505,0.7135661244392395,0.6958484649658203
maintain,0.6583218574523926,0.7026814818382263,0.6875443458557129,0.674497127532959
momentum,0.6469729542732239,0.7013511657714844,0.7210738062858582,0.6895751953125
tight,0.6374596357345581,0.6612230539321899,0.6790575385093689,0.6761483550071716
stabilized,0.7002581357955933,0.710273802280426,0.7369303107261658,0.6530572175979614
syrian,0.6892352104187012,0.7098987102508545,0.7235347628593445,0.633285641670227
bail,0.6518468260765076,0.7248788475990295,0.7050312161445618,0.6593703031539917
prominent,0.671734094619751,0.6910578608512878,0.7282027006149292,0.6753209233283997
activist,0.6486819982528687,0.711489200592041,0.7288637757301331,0.6494554281234741
tarnishing,0.6482743620872498,0.7291784286499023,0.7329257130622864,0.6509159803390503
false,0.6654088497161865,0.7312578558921814,0.7416724562644958,0.6766127347946167
lawyers,0.7165855169296265,0.7078952193260193,0.7250350117683411,0.6691803336143494
rural,0.6966220140457153,0.7339712977409363,0.7390163540840149,0.6821324825286865
lifepoint,0.5792180895805359,0.6603508591651917,0.6115733981132507,0.6290149688720703
hospitals,0.6608150601387024,0.7254857420921326,0.7211242318153381,0.6709654927253723
acquire,0.6550428867340088,0.6790344715118408,0.6869193315505981,0.6484026312828064
healthcare,0.6805644035339355,0.72817063331604,0.7459409236907959,0.6707367897033691
broaden,0.7071933746337891,0.6897273659706116,0.7633869051933289,0.6785970330238342
geographic,0.6592293381690979,0.7020716667175293,0.7067992091178894,0.6444671750068665
grumbling,0.6772138476371765,0.7262375354766846,0.7346380949020386,0.6340034008026123
trains,0.6678637266159058,0.738364040851593,0.7339153289794922,0.6494231820106506
commuter,0.7400196194648743,0.7077831029891968,0.7418767809867859,0.6707425713539124
launches,0.679236114025116,0.7282354235649109,0.7358913421630859,0.6385309100151062
inmates,0.6892989277839661,0.7116859555244446,0.7213406562805176,0.6553925275802612
pittsburgh,0.6204670667648315,0.7578665018081665,0.7063165307044983,0.6543610692024231
penguins,0.620964527130127,0.7071157693862915,0.7003901600837708,0.6720170974731445
ivan,0.6462748050689697,0.6821942925453186,0.6729657053947449,0.6883957982063293
sustaining,0.6476259231567383,0.7202005386352539,0.729395866394043,0.6566442847251892
injuries,0.6270545721054077,0.7187001705169678,0.7064441442489624,0.65236896276474
indication,0.6855055093765259,0.7334977388381958,0.7555408477783203,0.6837735772132874
value,0.5979581475257874,0.655583381652832,0.7245121598243713,0.7097458243370056
frequency,0.6748353242874146,0.723915159702301,0.7172694802284241,0.6841091513633728
beyond,0.6800099015235901,0.6853755712509155,0.7336450219154358,0.6898283958435059
warehouse,0.7053550481796265,0.6950884461402893,0.7028335928916931,0.6714714169502258
grieving,0.647615909576416,0.7181297540664673,0.7223476767539978,0.6929714679718018
relatives,0.6818009614944458,0.696225106716156,0.697418212890625,0.6744738817214966
cremated,0.6286617517471313,0.6938252449035645,0.7240012288093567,0.6716086864471436
bombing,0.6440149545669556,0.7268005013465881,0.744269609451294,0.6719996929168701
angry,0.6693830490112305,0.7033737301826477,0.6967862844467163,0.630290687084198
rising,0.6036915183067322,0.6475534439086914,0.6645058393478394,0.6820661425590515
chechnya,0.7004527449607849,0.6992712020874023,0.7354701161384583,0.6033121943473816
gifts,0.6887221336364746,0.7407949566841125,0.7343419194221497,0.6729956865310669
rss,0.6733129620552063,0.7404596209526062,0.7409442663192749,0.6690638661384583
feeds,0.6691420078277588,0.7273924350738525,0.7485412955284119,0.657884418964386
contain,0.7109002470970154,0.7018511891365051,0.7531945109367371,0.6677108407020569
context,0.6784032583236694,0.7265522480010986,0.7399275302886963,0.6539369225502014
targeted,0.6563159227371216,0.6634702682495117,0.6966238021850586,0.7140783071517944
sponsored,0.71242755651474,0.7087774276733398,0.7363729476928711,0.6443983912467957
searchers,0.66087806224823,0.7112773656845093,0.7206641435623169,0.680886447429657
opt,0.6905555129051208,0.7336096167564392,0.7563033699989319,0.6697362065315247
boob,0.6852557063102722,0.7065032124519348,0.7340755462646484,0.6735201478004456
shelves,0.6784907579421997,0.750862717628479,0.7446385025978088,0.699700117111206
person,0.6105868220329285,0.69333815574646,0.7067215442657471,0.6676779985427856
patriots,0.6518305540084839,0.7299120426177979,0.7235360741615295,0.6906782984733582
draft,0.7002066969871521,0.6883059740066528,0.7274252772331238,0.6538597345352173
benjamin,0.6860209107398987,0.7334299087524414,0.741681694984436,0.660312294960022
ending,0.6325953006744385,0.7213041186332703,0.6823509931564331,0.6243232488632202
lengthy,0.646310567855835,0.7209123969078064,0.7406637668609619,0.6847712993621826
monetary,0.6271469593048096,0.6593104600906372,0.6976607441902161,0.7233926057815552
reschedule,0.6563512086868286,0.7202928066253662,0.729961633682251,0.6172216534614563
figures,0.6533840298652649,0.7020257115364075,0.7201838493347168,0.6694610714912415
barrel,0.6597715616226196,0.6229208707809448,0.6737910509109497,0.669420599937439
worried,0.6200849413871765,0.6732601523399353,0.7044886350631714,0.6629629135131836
volatile,0.6590167284011841,0.7343295812606812,0.7227267026901245,0.7062797546386719
stood,0.6863235235214233,0.7299011945724487,0.735171914100647,0.6823443174362183
unveil,0.6658007502555847,0.6956324577331543,0.7007463574409485,0.670177161693573
itanium,0.6628981828689575,0.7004749774932861,0.7231409549713135,0.6631221175193787
antitrust,0.6451733112335205,0.6943451166152954,0.7217767834663391,0.6336549520492554
regulators,0.6544808745384216,0.7367690801620483,0.7250455021858215,0.6707119941711426
warner,0.7164981961250305,0.6830970048904419,0.7028422355651855,0.6505104303359985
predicted,0.7074562907218933,0.7084340453147888,0.7271963953971863,0.6502407193183899
costly,0.6596282124519348,0.7397080063819885,0.758819580078125,0.6273421049118042
estimating,0.6388165354728699,0.7324309349060059,0.72421795129776,0.6152487993240356
releases,0.6843628883361816,0.7036951780319214,0.7443594336509705,0.6397615671157837
opponents,0.7075467705726624,0.7021448016166687,0.7148211002349854,0.627097487449646
vowed,0.6206201910972595,0.721083402633667,0.7005823850631714,0.6870604157447815
eke,0.5984408259391785,0.6916678547859192,0.7044496536254883,0.6180646419525146
shifted,0.6927998065948486,0.733698844909668,0.7657899260520935,0.6600947976112366
hunters,0.6886845231056213,0.7226718068122864,0.7431712746620178,0.6892196536064148
shrugged,0.6858631372451782,0.7121137380599976,0.7388799786567688,0.6875865459442139
skyrocketing,0.6917256116867065,0.7429216504096985,0.7370465397834778,0.6851345300674438
bought,0.661225438117981,0.7361313104629517,0.7215872406959534,0.6632111072540283
upbeat,0.6743419766426086,0.7119782567024231,0.7273303866386414,0.6643759608268738
dow,0.6667731404304504,0.7179075479507446,0.6776575446128845,0.6679964661598206
industrial,0.6582556962966919,0.7133967280387878,0.711123526096344,0.6998434066772461
edging,0.6333468556404114,0.6787854433059692,0.7629572153091431,0.6915650963783264
blower,0.6786586046218872,0.7116681933403015,0.7150910496711731,0.6363636255264282
sensation,0.6954278945922852,0.692062497138977,0.757721483707428,0.6691035628318787
publicly,0.672792911529541,0.7352654933929443,0.7880815267562866,0.6556040644645691
superiors,0.6641057133674622,0.6994022727012634,0.7260201573371887,0.653154730796814
corruption,0.6535148024559021,0.6556208729743958,0.7030558586120605,0.6205968856811523
condemned,0.6954888105392456,0.6660570502281189,0.7511689066886902,0.6888402104377747
publisher,0.6750937104225159,0.6954262256622314,0.7115809321403503,0.6530381441116333
thomson,0.7109391093254089,0.7090685367584229,0.7729429602622986,0.6479107141494751
educational,0.6875421404838562,0.732437252998352,0.7273001074790955,0.6469094157218933
string,0.6399741172790527,0.7068661451339722,0.6962304711341858,0.7006056308746338
flesh,0.6971731781959534,0.7158141136169434,0.7290529608726501,0.6560725569725037
fraudulent,0.7081722021102905,0.7033181190490723,0.7362834215164185,0.6844050288200378
cons,0.7094928622245789,0.7057998776435852,0.778749942779541,0.6811694502830505
acquisition,0.6496312618255615,0.7103534936904907,0.6950637102127075,0.6373636722564697
plenty,0.6600705981254578,0.6704708933830261,0.7240760326385498,0.6620597839355469
gained,0.6054933071136475,0.7164486646652222,0.6823127269744873,0.6406906247138977
escalation,0.6736920475959778,0.7112528085708618,0.7336475253105164,0.6269465684890747
implementing,0.6466660499572754,0.7138415575027466,0.7378950119018555,0.6582293510437012
princeton,0.6560132503509521,0.7375706434249878,0.741263210773468,0.6814132332801819
lasting,0.6573602557182312,0.7259944677352905,0.7307015657424927,0.6596668362617493
modeling,0.675426721572876,0.7285127639770508,0.7438848614692688,0.6838724613189697
virtualization,0.658441424369812,0.7271677851676941,0.720821738243103,0.6737164855003357
stewart,0.645301103591919,0.6985849142074585,0.6866214275360107,0.6603092551231384
cink,0.6911936402320862,0.7168359160423279,0.721566379070282,0.6619036793708801
picks,0.684006929397583,0.7298755645751953,0.7613089680671692,0.6576129794120789
regain,0.6661904454231262,0.7545807957649231,0.7342861294746399,0.6657825112342834
jarvis,0.6452822685241699,0.7165877223014832,0.7314772009849548,0.6438048481941223
professional,0.677327036857605,0.728763997554779,0.7352656722068787,0.6586794257164001
tv,0.6455422043800354,0.6945942640304565,0.6822057962417603,0.6906079649925232
competes,0.7105711102485657,0.7228090167045593,0.7516769766807556,0.6772834658622742
strangers,0.6962509155273438,0.7301225662231445,0.775257408618927,0.6684554815292358
smashed,0.6725754737854004,0.7281102538108826,0.7524454593658447,0.6506271362304688
misdeeds,0.6688066720962524,0.702045202255249,0.7356147170066833,0.6577793955802917
